requested_work_id,award_position,award_openalex_id,award_display_name,funder_award_id,funder_openalex_id,funder_display_name,award_doi
W4387966321,1,G2268053151,,ERKJ355,F4320306084,U.S. Department of Energy,
W4387966321,2,G5003045098,,N00014- 19-1-2190,F4320337345,Office of Naval Research,
W4387966321,3,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W4387966321,4,G7699037216,ULTRAPRECISE NANOSCALE INTEGRATED QUANTUM ENTANGLED SENSORS (UNIQUES),N000141912190,F4320306078,U.S. Department of Defense,
W4313430481,1,G618094305,,W911NF-16-2-0151,F4320332180,Defense Advanced Research Projects Agency,
W4313430481,2,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W4313430481,3,G8778025950,EFRI ACQUIRE: Integrated Nanophotonic Solid State Memories for Telecom Wavelength Quantum Repeaters,1640959,F4320306076,National Science Foundation,
W3192982632,1,G1210759672,,Contract No. DE-SC0012704,F4320337480,Basic Energy Sciences,
W3192982632,2,G1285306620,,SC0012704,F4320338289,Brookhaven National Laboratory,
W3192982632,3,G1391239255,,19-022266,F4320306084,U.S. Department of Energy,
W3192982632,4,G141402488,,DE-SC0019140,F4320337480,Basic Energy Sciences,
W3192982632,5,G1689895378,,19-022266,F4320332359,Office of Science,
W3192982632,6,G1747787043,,ERKCK47,F4320337480,Basic Energy Sciences,
W3192982632,7,G1847291448,,DE- SC0012704,F4320337480,Basic Energy Sciences,
W3192982632,8,G1868695577,,No. DE-SC0012704,F4320338289,Brookhaven National Laboratory,
W3192982632,9,G2030660654,,DE-SC0012704,F4320332369,National Nuclear Security Administration,
W3192982632,10,G241279073,,DE‐SC0012704,F4320306084,U.S. Department of Energy,
W3192982632,11,G2664332745,,DE-NA-003525,F4320338291,Sandia National Laboratories,
W3192982632,12,G2930498565,,FWP 19-022266,F4320306084,U.S. Department of Energy,
W3192982632,13,G3262563802,,DE- SC0012704,F4320338289,Brookhaven National Laboratory,
W3192982632,14,G346992751,,FWP ERKCK47,F4320306084,U.S. Department of Energy,
W3192982632,15,G357145406,,DE-SC-0012704,F4320332359,Office of Science,
W3192982632,16,G3850097093,,No. DE-SC0012704,F4320332359,Office of Science,
W3192982632,17,G3960396937,,DE-NA-003525,F4320306084,U.S. Department of Energy,
W3192982632,18,G4149624025,,DE-SC0012704,F4320306202,Gordon and Betty Moore Foundation,
W3192982632,19,G4391555091,,FWP ERKCK47,F4320337480,Basic Energy Sciences,
W3192982632,20,G4662383146,,No. DE-SC0012704,F4320337480,Basic Energy Sciences,
W3192982632,21,G468147483,,DE-SC0012704,F4320337506,Advanced Scientific Computing Research,
W3192982632,22,G4920325777,,DE-SC0012704,F4320337547,Laboratory Directed Research and Development,
W3192982632,23,G4972998915,,Contract No: DESC0012704,F4320306084,U.S. Department of Energy,
W3192982632,24,G5417557083,,Contract No. DE-SC0012704,F4320338289,Brookhaven National Laboratory,
W3192982632,25,G5633341255,,No. DE-SC0012704,F4320306084,U.S. Department of Energy,
W3192982632,26,G5765906131,,SC0012704.,F4320306084,U.S. Department of Energy,
W3192982632,27,G6071515299,PHOTONICS AT THERMODYNAMIC LIMITS,DESC0019140,F4320332359,Office of Science,
W3192982632,28,G6733788163,,Contract No. DE-SC0012704,F4320332359,Office of Science,
W3192982632,29,G6965541988,,SC0012704,F4320337480,Basic Energy Sciences,
W3192982632,30,G7463374569,,SC0012704,F4320332359,Office of Science,
W3192982632,31,G8369078201,,DE-NA-003525,F4320332369,National Nuclear Security Administration,
W3192982632,32,G8434747894,PHOTONICS AT THERMODYNAMIC LIMITS,DESC0019140,F4320306084,U.S. Department of Energy,
W4386879270,1,G3198857984,,IITP2021-2021-0-01835,F4320328359,"Ministry of Science and ICT, South Korea",
W4386879270,2,G324419644,,2021R1F1A1045861,F4320322120,National Research Foundation of Korea,
W4386879270,3,G411995541,,2021R1F1A1045861,F4320322064,Korea Institute for Advancement of Technology,
W4386879270,4,G4609609716,,2021-0- 00590,F4320322064,Korea Institute for Advancement of Technology,
W4386879270,5,G4810845027,,P0008703,F4320321681,"Ministry of Trade, Industry and Energy",
W4386879270,6,G4904848271,,IITP2021-2021-0-01835,F4320322064,Korea Institute for Advancement of Technology,
W4386879270,7,G5517528268,,2021-0-00590,F4320335489,Institute for Information and Communications Technology Promotion,
W4386879270,8,G7161821905,,2021-0- 00590,F4320322120,National Research Foundation of Korea,
W4386879270,9,G7163929012,,2021-0-00590,F4320328359,"Ministry of Science and ICT, South Korea",
W4386879270,10,G7262886773,,P0008703,F4320322064,Korea Institute for Advancement of Technology,
W4386879270,11,G7302126218,,2021R1F1A1045861,F4320328359,"Ministry of Science and ICT, South Korea",
W4386879270,12,G7342722530,,P0008703,F4320322120,National Research Foundation of Korea,
W4386879270,13,G8469313670,,IITP2021-2021-0-01835,F4320322120,National Research Foundation of Korea,
W4386879270,14,G8711271326,,P0008703,F4320328359,"Ministry of Science and ICT, South Korea",
W4404932601,1,G1162011400,,W911NF1810432,F4320338281,Army Research Office,
W4404932601,2,G1523888516,,FA9550-,F4320338279,Air Force Office of Scientific Research,
W4404932601,3,G1799408541,,EEC-1941583,F4320338279,Air Force Office of Scientific Research,
W4404932601,4,G2554244226,,1541959,F4320338279,Air Force Office of Scientific Research,
W4404932601,5,G3066335313,,FA9550‐19‐1‐0376,F4320338279,Air Force Office of Scientific Research,
W4404932601,6,G3431638231,,W911NF1810432,F4320338279,Air Force Office of Scientific Research,
W4404932601,7,G3582326853,,W911NF1810432,F4320333591,Multidisciplinary University Research Initiative,
W4404932601,8,G36446433,,FA9550-20-1,F4320338279,Air Force Office of Scientific Research,
W4404932601,9,G4198572546,QuIC-TAQS: Integrated Lithium Niobate Quantum Photonics Platform,2137723,F4320306076,National Science Foundation,
W4404932601,10,G4608849795,,1541959,F4320338281,Army Research Office,
W4404932601,11,G4973792023,Graduate Research Fellowship Program (GRFP),1745303,F4320306076,National Science Foundation,
W4404932601,12,G5289604281,,AFOSR FA9550-19-1-037,F4320306078,U.S. Department of Defense,
W4404932601,13,G5384383466,,AFOSR FA9550-19-1-037,F4320338279,Air Force Office of Scientific Research,
W4404932601,14,G5569641376,,FA9550-20-1-0105,F4320338279,Air Force Office of Scientific Research,
W4404932601,15,G5729145195,,FA9550-20,F4320338279,Air Force Office of Scientific Research,
W4404932601,16,G5970606412,NNCI: The Center for Nanoscale System (CNS) at Harvard University,1541959,F4320306076,National Science Foundation,
W4404932601,17,G6132624948,,ARO MURI W911NF1810432,F4320338281,Army Research Office,
W4404932601,18,G6906440423,QuIC-TAQS: Implementation of a Neutral-Atom-Photonic-Cluster State,2138068,F4320306076,National Science Foundation,
W4404932601,19,G7311450303,,ARO MURI W911NF1810432,F4320306078,U.S. Department of Defense,
W4404932601,20,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W4404932601,21,G8282131964,,MURI W911NF1810432,F4320338281,Army Research Office,
W4392024287,1,G624034441,,2021B1515120008,F4320337111,Basic and Applied Basic Research Foundation of Guangdong Province,
W4392024287,2,G8222963720,,62271434,F4320321001,National Natural Science Foundation of China,
W4392166171,1,G1910132285,RAISE-TAQS: Room-Temperature Quantum Sensing and Computation using DNA-based Excitonic Circuits,1839155,F4320306076,National Science Foundation,
W4392166171,2,G3162985271,,W911NF2110325,F4320333591,Multidisciplinary University Research Initiative,
W4392166171,3,G434337789,,HORIZON2020,F4320320300,European Commission,
W4392166171,4,G4800547303,,1747426,F4320337367,Division of Materials Research,
W4392166171,5,G4911808732,,1641064,F4320337395,Division of Emerging Frontiers in Research and Innovation,
W4392166171,6,G4944074465,Convergence QL: Workshop Series: Cross- Sector Connections in Quantum Leap,1747426,F4320306076,National Science Foundation,
W4392166171,7,G5298095028,,DMR-1747426,F4320337367,Division of Materials Research,
W4392166171,8,G646168239,EFRI ACQUIRE: Scalable Quantum Communications with Error-Corrected Semiconductor Qubits,1641064,F4320306076,National Science Foundation,
W4392166171,9,G6518383159,,W911NF2110325,F4320338281,Army Research Office,
W4392166171,10,G6629006974,Integrated multi-qubit devices for scalable quantum networks,840393,F4320320300,European Commission,
W4392166171,11,G7166665977,Center for Ultracold Atoms,1734011,F4320306076,National Science Foundation,
W4392166171,12,G7262863754,,1941583,F4320306084,U.S. Department of Energy,
W4392166171,13,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W4400046685,1,G112444803,,269842,F4320323299,Norges Forskningsråd,
W4400046685,2,G1205195086,,DMR- 1719875,F4320333422,"Materials Research Science and Engineering Center, Harvard University",
W4400046685,3,G1254572864,,295864,F4320311040,Norges Teknisk-Naturvitenskapelige Universitet,
W4400046685,4,G1600643155,,JP19K05246,F4320320912,"Ministry of Education, Culture, Sports, Science and Technology",
W4400046685,5,G2415270547,,DMR-1719875,F4320337367,Division of Materials Research,
W4400046685,6,G2716388837,,197405/F50,F4320323299,Norges Forskningsråd,
W4400046685,7,G3028004545,,DE-SC0002334,F4320337480,Basic Energy Sciences,
W4400046685,8,G3934138050,,197405,F4320323299,Norges Forskningsråd,
W4400046685,9,G4064232043,Cornell Center for Materials Research - MRSEC,1719875,F4320306076,National Science Foundation,
W4400046685,10,G434337789,,HORIZON2020,F4320320300,European Commission,
W4400046685,11,G4495360186,,JPMJCR22O1,F4320338075,Core Research for Evolutional Science and Technology,
W4400046685,12,G4620319146,,JP19H05625,F4320320912,"Ministry of Education, Culture, Sports, Science and Technology",
W4400046685,13,G5037537788,,295864,F4320323299,Norges Forskningsråd,
W4400046685,14,G5419146218,,197405,F4320311040,Norges Teknisk-Naturvitenskapelige Universitet,
W4400046685,15,G5613623313,,CREST,F4320306076,National Science Foundation,
W4400046685,16,G5917061246,,1719875,F4320337367,Division of Materials Research,
W4400046685,17,G6193440738,NEW; SISGR - USING INTERFACES TO CREATE STRONGLY-COUPLED MAGNETIC-FERROELECTRICS; PI - DARRELL G. SCHLOM,DESC0002334,F4320306084,U.S. Department of Energy,
W4400046685,18,G6351810044,,1719875,F4320333422,"Materials Research Science and Engineering Center, Harvard University",
W4400046685,19,G7879866177,,CREST,F4320320912,"Ministry of Education, Culture, Sports, Science and Technology",
W4400046685,20,G8562956317,,269842/F50,F4320323299,Norges Forskningsråd,
W4362578280,1,G4902901441,,HR001120S0045 Invisible Headlights,F4320332180,Defense Advanced Research Projects Agency,
W4362578280,2,G7814988444,,LAB 21-2491,F4320338288,Fermilab,
W4363676203,1,G4629353440,,LAB 21-2491,F4320306084,U.S. Department of Energy,
W4363676203,2,G7675343242,,W911NF-21-2-0041,F4320338281,Army Research Office,
W4394621975,1,G1404049065,,FA9550-21-1-0209,F4320338279,Air Force Office of Scientific Research,
W4394621975,2,G1770223817,,FA864921P0781,F4320338294,Air Force Research Laboratory,
W4394621975,3,G2882288540,,W911NF2310077,F4320338281,Army Research Office,
W4394621975,4,G4629941602,QuIC - TaQS: Interconnects for a Superconducting-Atomic Hybrid Quantum Network,2137642,F4320306076,National Science Foundation,
W4394621975,5,G507237395,The Institute for Quantum Information and Matter: Advancing the Entanglement Frontier,1733907,F4320306076,National Science Foundation,
W4394621975,6,G6167497367,,FA9550-19-1-0399,F4320338279,Air Force Office of Scientific Research,
W4394621975,7,G6518383159,,W911NF2110325,F4320338281,Army Research Office,
W4394621975,8,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W4394621975,9,G922915270,QII-TAQS: Quantum Metrological Platform for Single-Molecule Bio-Sensing,1936118,F4320306076,National Science Foundation,
W4408275895,1,G7063379821,,183915,F4320306076,National Science Foundation,
W4408275895,2,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W4408275895,3,G8640644076,,DMR-12313 19,F4320306076,National Science Foundation,
W4415377165,1,G1639952346,,1231319,F4320337367,Division of Materials Research,
W4415377165,2,G3311699245,Center for Integrated Quantum Materials,1231319,F4320306076,National Science Foundation,
W4415377165,3,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W4415377165,4,G8640644076,,DMR-12313 19,F4320306076,National Science Foundation,
W4415377165,5,G875209366,,DMR-1231319,F4320337367,Division of Materials Research,
W4403278193,1,G2477534800,,"EEC-1941583 CQN ERC,CNS 1955744",F4320321001,National Natural Science Foundation of China,
W4403278193,2,G6518383159,,W911NF2110325,F4320338281,Army Research Office,
W7117366250,1,G1404049065,,FA9550-21-1-0209,F4320338279,Air Force Office of Scientific Research,
W7117366250,2,G1432373144,,W911NF-21-1-,F4320338281,Army Research Office,
W7117366250,3,G1442400458,QuSeC-TAQS: Nanoscale Covariance Magnetometry with Diamond Quantum Sensors,2326767,F4320306076,National Science Foundation,
W7117366250,4,G1523888516,,FA9550-,F4320338279,Air Force Office of Scientific Research,
W7117366250,5,G1932254719,,HR0011-24-9-0361,F4320332180,Defense Advanced Research Projects Agency,
W7117366250,6,G2882288540,,W911NF2310077,F4320338281,Army Research Office,
W7117366250,7,G3162985271,,W911NF2110325,F4320333591,Multidisciplinary University Research Initiative,
W7117366250,8,G3722242190,,OMA-2137642,F4320338279,Air Force Office of Scientific Research,
W7117366250,9,G431725244,,FA9550-21-1-0209,F4320333591,Multidisciplinary University Research Initiative,
W7117366250,10,G4516736450,,-21-1-,F4320338279,Air Force Office of Scientific Research,
W7117366250,11,G4629941602,QuIC - TaQS: Interconnects for a Superconducting-Atomic Hybrid Quantum Network,2137642,F4320306076,National Science Foundation,
W7117366250,12,G4848018484,,FA9550-23- 1-0338,F4320338279,Air Force Office of Scientific Research,
W7117366250,13,G4876042962,,OMA-1936118,F4320338279,Air Force Office of Scientific Research,
W7117366250,14,G5659690140,,FA9550-19-1-0399,F4320306076,National Science Foundation,
W7117366250,15,G6167497367,,FA9550-19-1-0399,F4320338279,Air Force Office of Scientific Research,
W7117366250,16,G6518383159,,W911NF2110325,F4320338281,Army Research Office,
W7117366250,17,G6526646931,,FA9550-19-1-0399,F4320333591,Multidisciplinary University Research Initiative,
W7117366250,18,G6547089213,,OSI-2326767,F4320338279,Air Force Office of Scientific Research,
W7117366250,19,G7033135252,,RS-2024-00431768,F4320328359,"Ministry of Science and ICT, South Korea",
W7117366250,20,G7420521838,,CCF-2312755,F4320338279,Air Force Office of Scientific Research,
W7117366250,21,G7452299184,,W911NF,F4320338281,Army Research Office,
W7117366250,22,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W7117366250,23,G7796153478,,HR0011-24-9-0359,F4320332180,Defense Advanced Research Projects Agency,
W7117366250,24,G8232580466,Collaborative Research: FET: Medium: Design and Implementation of Quantum Databases,2312755,F4320306076,National Science Foundation,
W7117366250,25,G922915270,QII-TAQS: Quantum Metrological Platform for Single-Molecule Bio-Sensing,1936118,F4320306076,National Science Foundation,
W4390098580,1,G3095051706,,2022YFE0101700,F4320335777,National Key Research and Development Program of China,
W4399737249,1,G1392663886,,HR0011-24-9-0312,F4320332180,Defense Advanced Research Projects Agency,
W3128101795,1,G1165152804,,FA8702-15-D-0001,F4320338281,Army Research Office,
W3128101795,2,G1439022954,,FA8702-15-D-0001,F4320306084,U.S. Department of Energy,
W3128101795,3,G1686109301,,FA8702-15-D-0001,F4320332180,Defense Advanced Research Projects Agency,
W3128101795,4,G2503488389,,EP/T001062/1,F4320334627,Engineering and Physical Sciences Research Council,
W3128101795,5,G3890676990,,FA8702-15-D-0001,F4320306076,National Science Foundation,
W3128101795,6,G3982019494,,FA8702-15-D-0001,F4320306101,National Aeronautics and Space Administration,
W3128101795,7,G4158783420,,FA8702-15-D-0001,F4320306078,U.S. Department of Defense,
W3128101795,8,G6425610117,,EP/N003470/1,F4320334627,Engineering and Physical Sciences Research Council,
W3128101795,9,G7140729688,,FA8702-15-D-0001,F4320337345,Office of Naval Research,
W3128101795,10,G7425413337,,-0001,F4320337345,Office of Naval Research,
W3128101795,11,G8257187485,,FA8702‐15‐D‐0001,F4320338294,Air Force Research Laboratory,
W3128101795,12,G8752890955,,FA8702-15-D-0001,F4320338279,Air Force Office of Scientific Research,
W4307478196,1,G3498789604,NSF Project Scoping Workshop: Accelerating Progress Towards Practical Quantum Advantage,2230199,F4320306076,National Science Foundation,
W4399434365,1,G111448035,,2311733,F4320306084,U.S. Department of Energy,
W4399434365,2,G1404049065,,FA9550-21-1-0209,F4320338279,Air Force Office of Scientific Research,
W4399434365,3,G1432373144,,W911NF-21-1-,F4320338281,Army Research Office,
W4399434365,4,G1442400458,QuSeC-TAQS: Nanoscale Covariance Magnetometry with Diamond Quantum Sensors,2326767,F4320306076,National Science Foundation,
W4399434365,5,G1523888516,,FA9550-,F4320338279,Air Force Office of Scientific Research,
W4399434365,6,G1932254719,,HR0011-24-9-0361,F4320332180,Defense Advanced Research Projects Agency,
W4399434365,7,G2882288540,,W911NF2310077,F4320338281,Army Research Office,
W4399434365,8,G3162985271,,W911NF2110325,F4320333591,Multidisciplinary University Research Initiative,
W4399434365,9,G3722242190,,OMA-2137642,F4320338279,Air Force Office of Scientific Research,
W4399434365,10,G431725244,,FA9550-21-1-0209,F4320333591,Multidisciplinary University Research Initiative,
W4399434365,11,G4516736450,,-21-1-,F4320338279,Air Force Office of Scientific Research,
W4399434365,12,G4629941602,QuIC - TaQS: Interconnects for a Superconducting-Atomic Hybrid Quantum Network,2137642,F4320306076,National Science Foundation,
W4399434365,13,G4848018484,,FA9550-23- 1-0338,F4320338279,Air Force Office of Scientific Research,
W4399434365,14,G4876042962,,OMA-1936118,F4320338279,Air Force Office of Scientific Research,
W4399434365,15,G5659690140,,FA9550-19-1-0399,F4320306076,National Science Foundation,
W4399434365,16,G5662364344,,DE-SC0024124,F4320306076,National Science Foundation,
W4399434365,17,G6167497367,,FA9550-19-1-0399,F4320338279,Air Force Office of Scientific Research,
W4399434365,18,G6518383159,,W911NF2110325,F4320338281,Army Research Office,
W4399434365,19,G6526646931,,FA9550-19-1-0399,F4320333591,Multidisciplinary University Research Initiative,
W4399434365,20,G6547089213,,OSI-2326767,F4320338279,Air Force Office of Scientific Research,
W4399434365,21,G7420521838,,CCF-2312755,F4320338279,Air Force Office of Scientific Research,
W4399434365,22,G7452299184,,W911NF,F4320338281,Army Research Office,
W4399434365,23,G7456145480,,DE-SC0024124,F4320306084,U.S. Department of Energy,
W4399434365,24,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W4399434365,25,G7796153478,,HR0011-24-9-0359,F4320332180,Defense Advanced Research Projects Agency,
W4399434365,26,G7933182492,"FET: Medium: Quantum Algorithms, Complexity, Testing and Benchmarking",2311733,F4320306076,National Science Foundation,
W4399434365,27,G8232580466,Collaborative Research: FET: Medium: Design and Implementation of Quantum Databases,2312755,F4320306076,National Science Foundation,
W4399434365,28,G922915270,QII-TAQS: Quantum Metrological Platform for Single-Molecule Bio-Sensing,1936118,F4320306076,National Science Foundation,
W4400065190,1,G11630931,,DENA0003525,F4320306084,U.S. Department of Energy,
W4400065190,2,G1285306620,,SC0012704,F4320338289,Brookhaven National Laboratory,
W4400065190,3,G1847291448,,DE- SC0012704,F4320337480,Basic Energy Sciences,
W4400065190,4,G2214935549,,NA0003525,F4320338291,Sandia National Laboratories,
W4400065190,5,G241279073,,DE‐SC0012704,F4320306084,U.S. Department of Energy,
W4400065190,6,G280414146,,DE-NA0003525,F4320332359,Office of Science,
W4400065190,7,G3262563802,,DE- SC0012704,F4320338289,Brookhaven National Laboratory,
W4400065190,8,G357145406,,DE-SC-0012704,F4320332359,Office of Science,
W4400065190,9,G413247060,,"DE‐NA,0003525",F4320338291,Sandia National Laboratories,
W4400065190,10,G4771968897,,NA0003525,F4320306076,National Science Foundation,
W4400065190,11,G4903105778,,NA0003525,F4320306084,U.S. Department of Energy,
W4400065190,12,G5339743583,,NA0003525,F4320332369,National Nuclear Security Administration,
W4400065190,13,G5765906131,,SC0012704.,F4320306084,U.S. Department of Energy,
W4400065190,14,G6338696783,,DE‐NA0003525,F4320306076,National Science Foundation,
W4400065190,15,G660390541,,DE- NA0003525,F4320337480,Basic Energy Sciences,
W4400065190,16,G6965541988,,SC0012704,F4320337480,Basic Energy Sciences,
W4400065190,17,G7463374569,,SC0012704,F4320332359,Office of Science,
W4400065190,18,G855168022,,DENA-0003525,F4320332369,National Nuclear Security Administration,
W4400065190,19,G872144517,,DE-SC0012704,F4320306076,National Science Foundation,
W4400065190,20,G872931124,,DE‐NA0003525,F4320315466,Center for Integrated Nanotechnologies,
W4391157719,1,G1404049065,,FA9550-21-1-0209,F4320338279,Air Force Office of Scientific Research,
W4391157719,2,G1523888516,,FA9550-,F4320338279,Air Force Office of Scientific Research,
W4391157719,3,G3990184095,,FA9550-21-1-0209,F4320309626,University of Chicago,
W4391157719,4,G431725244,,FA9550-21-1-0209,F4320333591,Multidisciplinary University Research Initiative,
W4391157719,5,G4516736450,,-21-1-,F4320338279,Air Force Office of Scientific Research,
W4388650710,1,G8182194275,NSF-AoF: CNS Core Small: Lean-NextG: Learning to Network the Edge in Next Generation Wireless Networks,2132573,F4320306076,National Science Foundation,
W4388650710,2,G8377316191,AI Institute for Edge Computing Leveraging Next Generation Networks (Athena),2112562,F4320306076,National Science Foundation,
W4392971929,1,G11630931,,DENA0003525,F4320306084,U.S. Department of Energy,
W4392971929,2,G288067973,,0003525,F4320306084,U.S. Department of Energy,
W4392971929,3,G413247060,,"DE‐NA,0003525",F4320338291,Sandia National Laboratories,
W4392971929,4,G4176796873,,DENA0003525,F4320332180,Defense Advanced Research Projects Agency,
W4392971929,5,G6220012268,,HR0011048577,F4320306078,U.S. Department of Defense,
W4392971929,6,G6338696783,,DE‐NA0003525,F4320306076,National Science Foundation,
W4392971929,7,G7846137418,QuIC ‐ TAQS: A Photon‐Phonon Quantum Interconnect via Brillouin‐Based Optomechanics in Quartz and Superfluid,2137740,F4320306076,National Science Foundation,
W4392971929,8,G855168022,,DENA-0003525,F4320332369,National Nuclear Security Administration,
W4392971929,9,G8812530638,,HR0011048577,F4320332180,Defense Advanced Research Projects Agency,
W4396822471,1,G2261166083,"Collaborative Research: NeTS: Medium: Design, Analysis, and Control of Quantum Networks",2402862,F4320306076,National Science Foundation,
W4396822471,2,G3162985271,,W911NF2110325,F4320333591,Multidisciplinary University Research Initiative,
W4396822471,3,G6518383159,,W911NF2110325,F4320338281,Army Research Office,
W4406780481,1,G2316705563,FET: Small: Quantum-secure quantum-enhanced covert networks over generalized bosonic channels,2006679,F4320306076,National Science Foundation,
W4406780481,2,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W4385507235,1,G1404049065,,FA9550-21-1-0209,F4320338279,Air Force Office of Scientific Research,
W4385507235,2,G1418979438,,W911-NF-19-1-0380,F4320338281,Army Research Office,
W4385507235,3,G1432373144,,W911NF-21-1-,F4320338281,Army Research Office,
W4385507235,4,G1482135624,,W911NF-18-1-0020,F4320338279,Air Force Office of Scientific Research,
W4385507235,5,G1523888516,,FA9550-,F4320338279,Air Force Office of Scientific Research,
W4385507235,6,G165179637,,W911NF1610349,F4320333591,Multidisciplinary University Research Initiative,
W4385507235,7,G1770223817,,FA864921P0781,F4320338294,Air Force Research Laboratory,
W4385507235,8,G2279853913,,W911NF-19-1,F4320338281,Army Research Office,
W4385507235,9,G2598085392,,W911NF-16-1-0349,F4320338279,Air Force Office of Scientific Research,
W4385507235,10,G3067963855,,W911NF-18-1-0020,F4320338281,Army Research Office,
W4385507235,11,G3162985271,,W911NF2110325,F4320333591,Multidisciplinary University Research Initiative,
W4385507235,12,G3392305090,,-16-1-,F4320338279,Air Force Office of Scientific Research,
W4385507235,13,G3516030815,,FA9550-19-1-0399; FA9550-21-1-0209,F4320338279,Air Force Office of Scientific Research,
W4385507235,14,G3722242190,,OMA-2137642,F4320338279,Air Force Office of Scientific Research,
W4385507235,15,G431725244,,FA9550-21-1-0209,F4320333591,Multidisciplinary University Research Initiative,
W4385507235,16,G4516736450,,-21-1-,F4320338279,Air Force Office of Scientific Research,
W4385507235,17,G4629941602,QuIC - TaQS: Interconnects for a Superconducting-Atomic Hybrid Quantum Network,2137642,F4320306076,National Science Foundation,
W4385507235,18,G4876042962,,OMA-1936118,F4320338279,Air Force Office of Scientific Research,
W4385507235,19,G4962106257,,W911NF-18-1-0212,F4320338281,Army Research Office,
W4385507235,20,G5298762856,,FA9550-21-1-0209,F4320338294,Air Force Research Laboratory,
W4385507235,21,G5659690140,,FA9550-19-1-0399,F4320306076,National Science Foundation,
W4385507235,22,G608057831,,W911NF-19,F4320306076,National Science Foundation,
W4385507235,23,G6167497367,,FA9550-19-1-0399,F4320338279,Air Force Office of Scientific Research,
W4385507235,24,G6518383159,,W911NF2110325,F4320338281,Army Research Office,
W4385507235,25,G6526646931,,FA9550-19-1-0399,F4320333591,Multidisciplinary University Research Initiative,
W4385507235,26,G657448715,,W911NF-16-1-,F4320338281,Army Research Office,
W4385507235,27,G7452299184,,W911NF,F4320338281,Army Research Office,
W4385507235,28,G7500482128,,W911NF-18-1-0212,F4320338279,Air Force Office of Scientific Research,
W4385507235,29,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W4385507235,30,G7900882,,W911NF-16- 1-0349,F4320338281,Army Research Office,
W4385507235,31,G8289759875,,FA9550,F4320338294,Air Force Research Laboratory,
W4385507235,32,G8415477955,,W911NF-19,F4320338281,Army Research Office,
W4385507235,33,G8497063558,Kavli Institute for Theoretical Physics,1748958,F4320306076,National Science Foundation,
W4385507235,34,G8672390710,,2020-71479,F4320306079,David and Lucile Packard Foundation,
W4385507235,35,G922915270,QII-TAQS: Quantum Metrological Platform for Single-Molecule Bio-Sensing,1936118,F4320306076,National Science Foundation,
W4317035373,1,G165179637,,W911NF1610349,F4320333591,Multidisciplinary University Research Initiative,
W4317035373,2,G249262831,Quantum Software Consortium,024.003.037,F4320321800,Nederlandse Organisatie voor Wetenschappelijk Onderzoek,
W4317035373,3,G420050720,,024.003,F4320321800,Nederlandse Organisatie voor Wetenschappelijk Onderzoek,
W4317035373,4,G4629941602,QuIC - TaQS: Interconnects for a Superconducting-Atomic Hybrid Quantum Network,2137642,F4320306076,National Science Foundation,
W4317035373,5,G657448715,,W911NF-16-1-,F4320338281,Army Research Office,
W4317035373,6,G7452299184,,W911NF,F4320338281,Army Research Office,
W4317035373,7,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W4317035373,8,G7900882,,W911NF-16- 1-0349,F4320338281,Army Research Office,
W4317035373,9,G922915270,QII-TAQS: Quantum Metrological Platform for Single-Molecule Bio-Sensing,1936118,F4320306076,National Science Foundation,
W4363678597,1,G121915436,,DEAC05- 00OR22725,F4320332359,Office of Science,
W4363678597,2,G1404049065,,FA9550-21-1-0209,F4320338279,Air Force Office of Scientific Research,
W4363678597,3,G1432373144,,W911NF-21-1-,F4320338281,Army Research Office,
W4363678597,4,G1482135624,,W911NF-18-1-0020,F4320338279,Air Force Office of Scientific Research,
W4363678597,5,G1523888516,,FA9550-,F4320338279,Air Force Office of Scientific Research,
W4363678597,6,G165179637,,W911NF1610349,F4320333591,Multidisciplinary University Research Initiative,
W4363678597,7,G1770223817,,FA864921P0781,F4320338294,Air Force Research Laboratory,
W4363678597,8,G1799408541,,EEC-1941583,F4320338279,Air Force Office of Scientific Research,
W4363678597,9,G2598085392,,W911NF-16-1-0349,F4320338279,Air Force Office of Scientific Research,
W4363678597,10,G2882288540,,W911NF2310077,F4320338281,Army Research Office,
W4363678597,11,G3067963855,,W911NF-18-1-0020,F4320338281,Army Research Office,
